361;IBAN�S;PTC;0
123;WEVERTON;PDT;0
290;NIVALDO ORLANDI;PCO;0
455;PLINIO VALERIO;PSDB;0
456;DRA. MAYRA;PSDB;0
333;JUIZ EVERARDO RIBEIRO;PMN;0
277;DR JOANILSON;DC;0
456;C�SSIO CUNHA LIMA;PSDB;0
234;MARIO BERND;PPS;0
130;HUMBERTO COSTA;PT;0
290;DANILO MATOSO;PCO;0
177;LUCAS ESMERALDINO;PSL;0
130;IDELI SALVATTI;PT;0
190;ANA VARELA;PODE;0
123;JOSE BONIFACIO;PDT;0
151;MARCELO CASTRO;MDB;0
255;CHICO RODRIGUES;DEM;0
123;CID GOMES;PDT;0
166;GERVASIO SANTOS;PSTU;0
361;DR. MARCOS;PTC;0
178;DR M�RCIO PINHEIRO;PSL;0
500;MARIVALDO PEREIRA;PSOL;0
131;ROGERIO CARVALHO SANTOS;PT;0
555;ANGELO CORONEL;PSD;0
252;MENDONCA FILHO;DEM;0
151;F�TIMA PELAES;MDB;0
400;VENEZIANO;PSB;0
505;NIVALDO MANGUEIRA;PSOL;0
151;REQUI�O;MDB;0
234;MARCOS DO VAL;PPS;0
130;MIGUEL CORREA;PT;0
500;PROFESSORA SONIA MEIRE;PSOL;0
350;BETINHO;PMB;0
190;BARDAWIL;PODE;0
188;ADRIANA ROCHA;REDE;0
177;DR RICARDO SANTOS;PSL;0
150;AGENOR;MDB;0
155;JACKSON BARRETO;MDB;0
333;WAGNER GOMES;PMN;0
400;MAURREN MAGGI;PSB;0
177;FLAVIO MORENO;PSL;0
356;BETINI;PMB;0
456;FLEXA RIBEIRO;PSDB;0
273;MACHADO;DC;0
160;ROBSON;PSTU;0
500;PROCURADOR MAURO;PSOL;0
170;CARMEN FLORES;PSL;0
111;M�RIO COUTO;PP;0
131;ALEXANDRE MOTTA;PT;0
200;REINALDO MORAIS;PSC;0
456;PAULO BAUER;PSDB;0
500;FABIO NOGUEIRA;PSOL;0
161;BENEDITA DO AMARAL;PSTU;0
258;ROBERT RIOS;DEM;0
300;FELICIANO AZUAGA;NOVO;0
444;FL�VIA BARBOSA;PRP;0
101;C�SAR HALUM;PRB;0
180;KAKA MENEZES;REDE;0
222;MAURICIO QUINTELLA;PR;0
500;PROCURADOR MAURO;PSOL;0
167;PAULO CADILLAC;PSTU;0
188;FRANCISCO JOS�;REDE;0
500;PROFESSORA DUDA SALABERT;PSOL;0
331;ROBERTO SALUM;PMN;0
300;PAULO ROQUE ;NOVO;0
654;PROFESSORA MARIA LUCIA;PC do B;0
111;VANDERLAN;PP;0
132;JILMAR TATTO;PT;0
777;MAGN�LIA;SOLIDARIEDADE;0
544;JO�O PEDRO FERRAZ;PPL;0
163;PRETA LU;PSTU;0
161;MARLI SCHAULE;PSTU;0
540;CORONEL LACERDA;PPL;0
100;ADILTON SACHETTI;PRB;0
450;BALA ROCHA;PSDB;0
109;PEDRO CHAVES;PRB;0
212;JOAQUINA LINO;PCB;0
123;ANTONIO NETO;PDT;0
400;WILSON MARTINS;PSB;0
